Datetime,Species,Latitude,Longitude,Group Size,Calves,Comments
1/10/2017 8:36,Mn,-64.785093,-64.113238,2,0,"White notch in dorsal dorsal 601, fluke 593
Other animal fluke 594, dorsal 610 biopsy a"
1/12/2017 8:43,Mn,-64.796955,-64.050047,5,0,"White notch in dorsal fluke 696 left group
Big dorsal white fluke with black dot fluke 737
Smaller dorsal fluke 747
Smaller animal with scar on top fluke 856
Other animal fluke 881"
1/12/2017 11:24,Mn,-64.794893,-64.070202,1,0,920 fluke 917 dorsal
1/12/2017 12:12,Mn,-64.768268,-64.12303,3,1,biopsied escort
1/12/2017 14:58,Mn,-64.808067,-64.123173,2,0,"Two whales sleeing by outcasts, no sample"
1/12/2017 16:22,Mn,-64.791025,-64.011002,5,0,"Sickle dorsal fluke 257 355(better)
No dorsal fluke 325
Barnacle top 315
Little dorsal fluke 316, dorsal 373
Triangular fluke 376
barnacle top 381 is fluke"
1/12/2017 17:43,Mn,-64.790483,-64.069482,2,1,"Fluke 457, Dorsal 454, sampled mom, mom with calf"
1/13/2017 10:49,Mn,-64.79033,-64.084617,2,0,"Scarred dorsal 522 fluke 529
Other dorsal 524 fluke 527"
1/18/2017 10:02,Mn,-64.776083,-64.107293,10,0,7521-7567
1/18/2017 12:06,Mn,-64.77447,-64.297892,1,0,Fluke 7731
1/18/2017 13:41,Mn,-64.782372,-64.123803,1,0,Fluke 7797 and 7808 dorsal7792 biopsy A
1/18/2017 14:07,Mn,-64.785283,-64.116415,1,0,
1/18/2017 14:35,Mn,-64.773307,-64.12672,1,0,Biopsy B dorsal 7844
1/18/2017 14:58,Mn,-64.773835,-64.11961,1,0,Dorsal 7865 biopsy C
1/19/2017 10:20,Mn,-64.790618,-64.104458,2,0,"Large animal white fluke 79410°, barnacle top, biopsy 7918, 
Smaller animal 7935 biopsy, fluke 7911, 7888
Sampled both"
1/19/2017 10:47,Mn,-64.788528,-64.116677,2,0,"Sickle dorsal 7960, all black fluke 7997, 7998
Standard dorsal 7961, biopsy c 8009, white fluke 
double fluke frame 7966"
1/19/2017 11:17,Mn,-64.779877,-64.14358,2,0,"Tall and pointy black with white Windows fluke 8036, dorsal 8069 sample e
Boxy dorsal 8042, fluke 8046"
1/19/2017 14:24,Mn,-64.776013,-64.131037,3,0,"Sickle dorsal 8101
Flukes 8113, 8109"
1/19/2017 15:18,Mn,-64.777938,-64.12246,1,0,"Biopsies whale ek60 transect
Dorsal 8135, 8147"
1/19/2017 15:28,Mn,-64.767783,-64.123442,2,0,"Frames 8253-8169
Two whales in el60 transect "
1/19/2017 15:36,Mn,-64.76919,-64.131417,4,0,"4 animals bubble surface feeding doing ek60 transect
Split into two groups of 2"
1/22/2017 15:20,Mn,-64.807017,-63.85727,1,0,"No fluke, Dorsal8511, Biopsy 8522, animal out by biscoe bay"
1/22/2017 17:19,Mn,-64.811112,-64.016683,1,0,"friendly animal, was coming super close and going under boat several times"
1/23/2017 14:36,Mn,-64.750997,-64.216357,1,0,animal was really squirely
1/23/2017 15:01,Mn,-64.774933,-64.130218,2,0,"No dorsal black fluke 9002
Other 9007 fluke 9011"
1/23/2017 15:35,Mn,-64.762365,-64.1216,2,0,"Hole in dorsal sample b, normal dorsal sample a, sampled pair"
1/30/2017 9:26,Mn,-64.81233,-64.03294,1,0,"Wpt 14,sample a"
1/30/2017 10:24,Mn,-64.814573,-64.002592,1,0,"All white fluke
Sample b"
1/30/2017 11:10,Mn,-64.810892,-64.074983,1,0,"Large animal really scarred dorsal, dorsal 9202, Joined group of three, Sample c"
1/30/2017 11:26,Mn,-64.811588,-64.091043,3,0,Joined by animal c
1/31/2017 12:13,Mn,-64.77914,-64.37542,1,0,single animal alone in Joubins behind island 1
2/1/2017 11:15,Mn,-64.802,-64.103,1,0,"lone animal during ek60, with ~300 gentoo penguins feeding on large krill patch"
2/1/2017 14:38,Mn,-64.802605,-64.097083,1,0,"D 9519
F 9525
B 9511
Prey mapping before during and after biopsy"
2/4/2017 10:31,Bb,-64.8111,-64.10006,2,0,"One had mutilated dorsal
Got biopsy attempt"
2/4/2017 10:56,Mn,-64.81045,-63.995967,2,1,"Mom with calf, calf surface rolling 
Calf fluke 9815, dorsal 9785
Mom fluke 9808 an 9836, dorsal 9802"
2/8/2017 15:12,Bb,-64.74188,-64.15221,1,0,"Fuck yea
James got em
0002-0009
Wpt 23"
2/9/2017 11:08,Mn,-64.74227,-64.136812,1,0,"F 0641 D 0636, individual animal near halway island"
2/9/2017 11:09,Bb,-64.755957,-64.191248,1,0,"minke whale, saw once then never ag ain"
2/9/2017 11:20,Mn,-64.75645,-64.196722,2,1,"Mom dorsal 0645, 0662, mom with calf, never fluked, very emaciated, could see shoulder blades"
2/11/2017 10:48,Mn,-64.75755,-64.155008,2,0,"Other animal dorsal 0036,started as group of two for sighting, split during biopsy, out near halway again"
2/11/2017 11:13,Mn,-64.744883,-64.152782,3,0,"Small animal with scarring on leading edge (uvenile), Big animal no dorsal, dorsal 0112, fluke 0114, Third animal pointy, dorsal 0118 (escort)"
2/13/2017 9:14,Bb,-64.815,-64.0405,2,0,"Two minkes, super friendly, spy hopping and lunging and rolling at surface, called in by Landing craft, They had them there for quite some time"
2/13/2017 9:40,Mn,-64.80833,-64.0405,3,0,"Three humpbacks out near station E, scarred dorsal (D: 0247, Fluke: 0313, 0317), sickle dorsal (huge animal; Dorsal: 0258, fluke: 0305), and little dorsal (D: 0281, Fluke: 0290)"
2/17/2017 12:08,Mn,-64.799317,-63.875025,1,0,"0183 dorsal, mutulated dorsal fin, out near biscoe bay"
2/17/2017 12:49,Bb,-64.810577,-63.817905,1,0,Got one shot
2/17/2017 13:12,Oo,-64.792488,-64.059137,15,3,"Group 15-20, few animal heavily covered in diatoms"
2/18/2017 10:15,Mn,-64.800515,-64.103252,2,0,"Both have fluke photos, animal by outcasts, no samples"
2/18/2017 10:57,Mn,-64.800515,-64.103252,1,0,"No photos, single animal"
2/19/2017 15:34,Bb,-64.77325,-64.132007,1,0,"Sample a, minke whale"
2/19/2017 15:37,Bb,-64.773602,-64.130412,1,0,"Sample b, minke whale"
2/19/2017 15:44,Mn,-64.774677,-64.136415,3,1,"Mom 0563 biopsy, calf, escort 0556 fluke, sampled mom and escort"
2/19/2017 16:08,Mn,-64.794845,-64.147775,4,1,"Mom short dorsal 0683, sampled mom and escort, Juv short dorsal, Lobe, Pointy 0676 escort, started as group of four, lobed animal dissappeared prior to biopsy, lobed not biopsied,  Mn17_050D-P saw again on 21 with new animal"
2/19/2017 16:20,Mn,-64.796645,-64.132378,1,0,Messed up fluke
2/20/2017 12:34,Bb,-64.800185,-64.114992,1,0,Dorsal LTR_1124
2/21/2017 11:48,Bb,-64.797485,-64.060073,1,0,
2/21/2017 11:48,Mn,-64.797485,-64.060073,2,0, saw today with Mn17_050D-P who was part of group of 4
2/21/2017 12:22,Mn,-64.805692,-64.036283,3,1,"Mom with calf and escort, mom white fluke escort black fluke"
2/21/2017 16:00,Mn,-64.780282,-64.087302,2,1,"Mom
Calf fluke"
2/22/2017 20:00,Bb,-64.79443,-63.96044,1,0,"Wpt 28 , covered in splotchy diatoms"
2/23/2017 10:58,Bb,-64.780282,-64.087302,1,0,Dorsal ltr-2099
2/25/2017 9:48,Mn,-64.788803,-64.116732,1,0,"Fluke 2120, 2138
Dorsal 2148
Biopsy 2148"
2/25/2017 11:24,Mn,-64.763397,-64.153897,3,1,"Resight of 52b-p, fluke 2205 and 52c-p
Mom calf escort"
2/28/2017 9:47,Mn,-64.804323,-64.054862,2,1,"Mom 2219 fluke
2211 dorsal
Sample A
Calf 2252 fluke"
3/2/2017 14:11,Bb,-64.782387,-64.321447,1,0,2259
3/2/2017 15:21,Mn,-64.728693,-64.240402,2,1,Mom with calf
3/2/2017 15:39,Mn,-64.731783,-64.181462,3,0,"Fluke barnacle body 2349, dorsal 2339"
3/2/2017 16:03,Mn,-64.730883,-64.175505,1,0,Hit no sample
3/3/2017 10:04,Mn,-64.786095,-64.100788,2,0,"Sample a, 1 miss, did not biopsy second individual cause never fluked"
3/3/2017 12:49,Mn,-64.724683,-64.17894,4,0,"Black fluke 2548 d 2549, 2719, f-2617, dorsal 2708
White fluke 2551 d 2556 f, chop top


Split off
Hook dorsal fluke 2605, 2638, 2651 dorsal 2602
No dorsal fluke 2657, dorsal 2643
"
3/5/2017 14:45,Bb,-64.813608,-63.85117,1,0,minke out  near biscoe
3/6/2017 11:14,Bb,-64.790808,-63.973122,1,0,"Minke near cormorant, got biopsy sample, right anterior dorsal, was really friendly and stayed after biopsy"
3/8/2017 10:17,Mn,-64.800963,-64.075987,1,0,Prey mapping
3/8/2017 10:39,Mn,-64.808023,-64.04886,2,0,Prey mapping
3/8/2017 11:18,Mn,-64.809263,-64.065067,1,0,Whale within 20 m of boat while mapping
3/8/2017 12:27,Mn,-64.778608,-64.000313,2,1,"Calf fluk1253
Mom prop scars"
3/10/2017 16:46,Mn,-64.778608,-64.000313,2,1,Got calf fluke
3/18/2017 11:33,Mn,-64.79856,-64.068863,2,0,"Mom fluke 3033-3044, Dorsal 3120 right 
Juvenile fluke 3044, Dorsal 3125 right"
3/19/2017 14:47,Mn,-64.819262,-64.09038,1,0,
3/23/2017 15:39,Mn,-64.811933,-64.060443,2,0,
3/24/2017 10:53,Mn,,,2,0,"Hooked sample b
Scarred sample A"
3/25/2017 10:09,Mn,-64.766033,-64.110902,2,1,"Mom with calf, calf fluke LTR_3693 calf dorsal 3685, mom never fluked, mom dorsal 3688"
3/25/2017 10:25,Ea,-64.779505,-64.123313,1,0,"Southern Right Whale, moving very slow, fluke 3709, Biopsy right side mid body"
3/26/2017 14:30,Mn,-64.799993,-64.119072,3,1,"Mom sample A, hooked dorsal, mom calf escort, only sampled mom Calf Escort"
3/26/2017 14:54,Mn,-64.810652,-64.134273,1,0,"Flat dorsal sample b, sampled both animals Normal"
4/4/2017 13:40,Mn,-64.751098,-64.145413,1,0,Sample A
4/4/2017 14:35,Mn,-64.742075,-64.142167,1,0,Sample B
4/10/2017 16:15,Mn,-64.762,-64.12389,2,0,"Pair 
Fluke of Animal 1 - JAF-1677 
Dorsal of 2nd animal - JAF-1679
 - 3 other animals seen just outside boating area (confirmed Mn)"
4/12/2017 13:13,Mn,-64.79148,-64.1176,1,0,"Fluke 4002, 4003"
4/12/2017 13:37,Mn,-64.79016,-64.156482,2,0,"Taller dorsal 4020, 4023f
Flat dorsal"
1/4/2018 20:52,Mn,-64.805478,-64.083443,1,0,"Only animal in the area, no photo of biopsy. Biopsy sample Mn_004A_P collected.
Fluke: 7059
Dorsal: 7055"
1/7/2018 16:17,Mn,-64.803313,-64.101142,1,0,"Animal alone performing short dives alone. Took skin biopsy sample. Biopsy sample Mn18_007A_P. Sample is likely a resample of Mn18_004A_P
Dorsal: 7125, 7143
Fluke: 7138"
1/8/2018 12:16,Mn,-64.811972,-64.10549,2,0,"Mn18_008A_P - Hooked dorsal, behavioral response photo 7204
Dorsal: 7174
Fluke: 7207
Mn18_008NB1_P - Not hooked, whiter fluke, more barnacles on dorsal fin
Dorsal: 7201
Fluke: 7160"
1/8/2018 13:12,Mn,-64.803492,-64.097758,1,0,"Mn18_008NB2_P
Dorsal: 7236
Fluke: 7249"
1/8/2018 14:37,Mn,-64.77578,-64.098157,1,0,"Sample ID Mn18_008B_P. 
Dorsal: 7307
Fluke: 7273"
1/10/2018 11:46,Mn,-64.768993,-64.127822,1,0,"Took biopsy of whale but no sample in tip. Mn18_010NB1_P, did not resample.
Dorsal: 7456
Fluke: 7406"
1/10/2018 12:53,Mn,-64.795458,-64.08591,1,0,"Collected biopsy sample Mn18_010A_P
Dorsal: 7572
Fluke: 7616"
1/12/2018 10:24,Mn,-64.78337,-64.081443,2,1,"Mother: Mn18_012A_P
Dorsal: 8472
Fluke: 8495

Calf: Mn18_012NB1_P
Fluke frame: 8534
Dorsal frame: 8520"
1/13/2018 13:51,Mn,-64.784563,-64.148347,2,0,"Mn18_013A_P
Dorsal: 8849
Fluke: 8817
Mn18_013B_P
Dorsal: 8782
Fluke: 8753
Traveling, B was flipper and tail slapping occasionally "
1/13/2018 15:56,Mn,-64.798417,-64.105483,2,0,"Mn18_013C_P
Dorsal: 9103
Fluke: 9068, 9003

Mn18_013D_P
Dorsal: 8971
Fluke: 9019
"
1/15/2018 12:22,Mn,-64.798452,-64.072063,2,0,"Mn18_015NB1_P
Dorsal: 9291
Fluke: 9278
Mn18_015NB2_P
Dorsal: 9297
Fluke: 9265"
1/15/2018 14:10,Mn,-64.777157,-64.137753,2,0,"Transited out of boating limits
Mn18_015NB3_P
Dorsal: 9471
Fluke: 9555
Mn18_015NB4_P
Dorsal: 9461"
1/16/2018 15:10,Mn,-64.786218,-64.13461,1,0,"Feeding
Mn18_016NB1_P
Dorsal: 9632
Fluke: 9704"
1/17/2018 16:51,Mn,-64.800597,-63.939192,1,0,"Juvenile, probably feeding
Mn18_017NB1_P
Dorsal: 9740
Fluke: 9746"
1/17/2018 17:05,Mn,-64.802494,-63.853883,1,0,"Feeding, by Loaf Island. GPS point was off, so coordinates are estimated after-the-fact with reasonable confidence
Mn18_017NB2_P
Dorsal: 9771
Fluke: 9805"
1/21/2018 12:13,Mn,-64.794093,-64.135788,2,0,"Both animals foraging on shallow prey
Mn18_021NB1_P
Dorsal: 0164
Fluke: 0169
Mn18_021NB2_P
Dorsal: 0178
Fluke: 0160"
1/21/2018 12:44,Mn,-64.78131,-64.058012,2,0,"Both animals foraging on shallow prey
Mn18_021NB3_P
Dorsal: 0347
Fluke: 0335
Mn18_021NB4_P
Dorsal: 0383
Fluke: 0444"
1/21/2018 14:47,Mn,-64.805612,-64.070315,1,0,"Single whale lunging and flipper slapping at surface
Mn18_021NB5_P
Dorsal: 0538
Fluke: 0512"
1/21/2018 16:27,Mn,-64.788523,-64.101758,2,0,"Two whales foraging, performing zig zagging vertical lunging
Mn18_021NB6_P 
Dorsal: 0721
Fluke: 0808
Mn18_021NB7_P 
Dorsal: 0715
Fluke: 0649"
1/22/2018 9:31,Mn,-64.810015,-64.059202,2,1,"Mn18_022NB1_P
Dorsal: 1133
Fluke: 1117
Mn18_022NB2_P
Dorsal: 1084
Transiting"
1/22/2018 16:39,Mn,-64.785178,-64.040347,2,1,"Mn18_022NB3_P
Dorsal: 1254
Fluke: 1217
Mn18_022NB4_P
Dorsal: 1165 (front)
Transiting"
